,Afatinib,AZD-5438,Abemaciclib,Alvocidib,ARRY-380,AZD-1480,BMS-754807,AT-7519,BMS-387032,AMG-900,AZD-8330,AZD-2014,AZD-6482,AZD-8055,AT-13148,Amuvatinib,Barasertib,Barasertib_HQPA,AMG-208_withCAKI,BYL-719,AZD-1208,BGT-226,AZD-4547,AZD-5363,BMS-690514,BMS-777607,AEE-788,Apatinib,ASP-3026,Apitolisib,Axitinib,AEW-541,Alectinib,AZD-8186,BMS-777607_withCAKI,AXL-1717,Alisertib,BI-2536,Baricitinib,AT-9283,AZD-7762,BI-847325,AMG-208,BMS-911543,AV-412,Bafetinib
Apitolisib,0.041011350872439525,0.10772136972723866,-0.02298921045189129,-0.09980344151152576,-0.006323320794234245,-0.05808172845283449,-0.024183125326195782,0.05587866107621702,0.04557253023754121,0.01760086557356467,-0.024598477494997686,-0.11237291751337339,-0.05889998801616148,-0.11405589388541441,-0.2053457331590121,-0.1039580134248606,-0.09116117924444603,0.04470221275986965,-0.20544966174204804,-0.1398847882857755,-0.11449940510005813,-0.1974817150461042,0.1412001350199288,0.014790702361865768,-0.010658212563467058,0.06864353114236536,-0.036173365734454066,-0.002276740560451515,0.1456262417181465,1.0,0.018714705535386046,0.07077600332629277,0.10780519237052129,0.09442919206983481,0.08560869791430162,-0.058962677520363306,0.0056897982625340555,0.007500138969583906,0.0029348062967332967,0.09553283552906545,0.1262229641300999,0.1230339425105858,0.03378266094655808,-0.043213026937280866,0.07891240940216475,-0.012336876217757628
Axitinib,-0.019850800501144142,0.02909639347873842,-0.020610092452585636,-0.012222532954079272,-0.015590369295052227,-0.0700489471708824,0.016917999274814986,-0.11041141986744273,0.006725447172914578,0.0039671200852728445,-0.07141221748989271,-0.11692656065698115,-0.0675734444205085,-0.1296441737443682,-0.17165542436779302,-0.16522735022855004,-0.2145423970302881,-0.09648811213847272,-0.12192332045122939,-0.030006903293160837,-0.1685958075831584,-0.18478286086144668,0.056096409721056985,0.11436716713656102,0.035238259641765815,-0.02240079208836443,0.045627766892257726,0.04147894755831948,0.09813394072920076,0.018714705535386046,1.0,0.14454768735149084,0.13590181700176973,0.061290981275511865,0.04607585314041115,-0.03300944193022431,-0.07789154930760016,0.07108214798640987,0.022219602000130314,0.046383625048098544,0.0256404897008076,-0.06221878209384788,0.0026026442632472043,-0.009722954978803823,0.02132085909898607,0.05969881296556179
AEW-541,0.004628587114075379,-0.06325954959992351,-0.0545923745147137,0.03028556893920875,-0.08413865013765177,-0.173250096308094,0.07250486924496671,-0.10032117748461625,0.035548480638329084,0.010905968230285387,-0.04540911328242477,-0.06459645855844026,0.015667265175273504,-0.1439360573849493,-0.1402732174560909,-0.16151218350945873,-0.0909711418635633,0.0052891185095811834,-0.16855719848444187,-0.17545531407836587,-0.03953652853407255,-0.0807527487771167,0.02099852266911628,-0.06598420136540607,-0.0008278997204882123,0.014797428096103493,0.023351888528024164,0.017083510254904476,0.04826259141310126,0.07077600332629277,0.14454768735149084,1.0,0.15887798377864545,0.13110311279032225,0.122156742511979,0.11184139068669004,0.08331222603268924,0.12184820967296996,0.1494671384934543,0.1044525457835331,0.1285934491425053,0.038944409363878725,0.08539869690511541,0.005440768286354502,0.05622525483064594,0.025348751006980558
Alectinib,-0.03869108645579099,-0.04840583441761783,0.043418719793122305,-0.009620724593277195,-0.04130379829736438,-0.12280504231887333,-0.050593090690833176,-0.06027020931666604,0.0748231018106624,0.04484612396804524,-0.07361152465604749,-0.09915219477298798,-0.08075565326177735,-0.1839408040726785,-0.17023624610488997,-0.11146262698799349,-0.1531049361152102,-0.062130980159800536,-0.1047435640991807,-0.06716264413226429,-0.11223682264357153,-0.1814937898294676,0.031119291871601503,0.04966155338927769,0.05457952272737854,0.03739562312528124,0.0004044558392486781,-0.005607309572719902,0.1540190464562236,0.10780519237052129,0.13590181700176973,0.15887798377864545,1.0,0.1425967979169822,0.13551604168146453,0.013102542071420855,0.007779023334727867,0.0785451319649711,0.1472462010914556,0.11467915450748145,0.15746560948958682,-0.0350085013137035,0.11248289167352174,0.0072304816323823465,0.016099134333745064,-0.007966679619164002
AZD-8186,0.00732849412020686,0.023098889172698464,0.048711910770677665,0.04744281469541598,-0.022567519460279652,-0.01643448589516655,0.03234422761207008,-0.0670671632165472,0.04496439940070388,-0.11709777466561354,-0.02169416542695286,-0.11254816650825988,-0.09743921727620834,-0.16172299630427026,-0.1751085327909781,-0.09196457249776444,-0.11958022992935458,0.036079866804039004,-0.1597878069373424,-0.14285319302827504,-0.0376970935837779,-0.06843789799157633,-0.1170515122246158,-0.06916314837879008,-0.02937502488774805,-0.0739875803621963,-0.01646271355516257,0.047074899275023424,0.06260012905026419,0.09442919206983481,0.061290981275511865,0.13110311279032225,0.1425967979169822,1.0,0.12356308082426279,0.1390546127874512,0.13237657353608834,-0.003877977374760354,0.15542287074777408,0.1244278501092541,0.066142449271484,0.06227072525291929,0.08229327261822217,-0.023235246415084232,0.042171453652079985,0.011431958306653629
BMS-777607_withCAKI,0.02412214746233099,0.028465878912759125,-0.008954498077424995,0.0780042592966443,-0.010263053837253972,-0.10655888981007952,0.005657265857579702,-0.18986102508320665,-0.003247686090044195,-0.09751394832167047,-0.13427880498017664,-0.08800833084048368,0.016420243775035183,-0.0999786320330975,-0.13480307432029,-0.11607178145544428,-0.04069140199004256,0.04801095129673028,-0.13430002542240368,-0.10806119355898768,0.046500758951313594,-0.08207790974834149,-0.07956435559243112,-0.1920039621351433,0.01976495415485025,-0.014153014114233958,-0.047698293215407035,-0.009973601264438227,0.10166338276061126,0.08560869791430162,0.04607585314041115,0.122156742511979,0.13551604168146453,0.12356308082426279,1.0,0.2100435807694376,0.18028562838961734,0.06180139816699658,0.17733537331300936,0.1257957701659875,0.15604197908116438,0.12348347400261493,0.05673329970399097,0.000940096391105577,-0.0037832623701171083,0.06811545952496828
AXL-1717,0.009281326785184289,-0.11717377360994682,-0.08534819118335467,0.051020595358438905,-0.07519611928903519,-0.058667506856903494,0.10686180995791414,-0.12997933625932362,-0.004793809874973629,-0.04020090855655815,-0.06016181520879018,-0.022149805023434017,-0.018732692864178994,-0.009378794646886023,0.0570253450394608,-0.00661113957058437,0.03332123833007798,0.08319745393395783,-0.11795051176304529,-0.15198259895200084,0.10914342673071295,0.031424256114293676,-0.08144925319884233,-0.17519912460950862,-0.034108188004183505,-0.0630635399066833,-0.04433309289683751,0.03265471891785161,-0.03689560699436851,-0.058962677520363306,-0.03300944193022431,0.11184139068669004,0.013102542071420855,0.1390546127874512,0.2100435807694376,1.0,0.22727593382154912,0.07471421472065881,0.17395463210414885,0.0666966065633224,0.08680151012754721,0.18544715551388471,0.09131510734247213,0.04586022254161446,-0.010041213441870766,-0.0015384416106803299
Alisertib,0.0017154424095459644,-0.05668826797093983,-0.08528649140534993,0.03101110150695684,-0.013300843578359211,-0.04379100873146659,0.08621666128115338,-0.1321840090662059,0.0021554064690852766,-0.004327376415837453,-0.1564755866282059,-0.08940909027336469,0.04199412649863079,-0.019028882041185993,0.006024520827623064,-0.040291454631314776,0.04100876184299877,0.06989746291002595,-0.11708203329544449,-0.17715096903373512,0.055914802123565546,0.05023647725844871,-0.09206727114268043,-0.10230550226247918,-0.0034671674403774946,-0.016667570517012967,-0.027293661493238926,0.009164569604126174,0.03708971489425347,0.0056897982625340555,-0.07789154930760016,0.08331222603268924,0.007779023334727867,0.13237657353608834,0.18028562838961734,0.22727593382154912,1.0,0.09799346286111806,0.19358578867515747,0.07442098601572875,0.14955179333209226,0.17902828544706395,0.18816562620921082,0.1361778234073896,0.03224192880622825,0.005650170716646168
BI-2536,-0.04706472206870393,-0.11154139224612737,-0.026701891519675662,0.0025377947383746985,-0.07030748972297486,-0.10232836291301681,0.0917766666000021,0.03749520078289896,0.10030279463505826,0.09058198129941693,0.06817513229021561,-0.023658645608286354,-0.03785842010389355,-0.11765945953716607,-0.07963744942377268,0.009038587639755256,-0.06607249644475743,-0.07115716418335553,-0.08142024303377925,-0.05190602458397367,-0.02335768719659221,-0.09388429960078686,0.03959266878899819,-0.01305524827720036,0.026022425696418765,-0.018070964111517644,-0.0438390429867415,0.10692651432666712,0.08284050226971237,0.007500138969583906,0.07108214798640987,0.12184820967296996,0.0785451319649711,-0.003877977374760354,0.06180139816699658,0.07471421472065881,0.09799346286111806,1.0,0.2521395648023188,0.0010142464145869376,0.14526807991191729,0.035147801448123045,-0.012859317121077234,0.0749618582434886,0.009280464749232414,-0.01809488448389552
Baricitinib,-0.016522625231241553,-0.07802249264170333,0.07601534479693846,0.09709268294029554,-0.00926516617061512,-0.028956881306879845,0.05051898795186164,-0.09483850328588442,0.08167424829894336,-0.024727273975886685,-0.13406507308903767,-0.11303398748140003,-0.00980500863147475,-0.12556104422963604,-0.03194800368054985,-0.0027277339413503635,0.001557039890012687,0.046256153764321906,-0.10878181777906824,-0.15179758404334387,0.11686568970190168,-0.029518186908306272,-0.05972763568879725,-0.031049326610532328,0.06523360088160166,-0.014185949277739921,-0.01579104027943742,0.042628712027985426,0.1437625357306467,0.0029348062967332967,0.022219602000130314,0.1494671384934543,0.1472462010914556,0.15542287074777408,0.17733537331300936,0.17395463210414885,0.19358578867515747,0.2521395648023188,1.0,0.16668921108418713,0.20745182094431502,0.15261368172794898,0.015182841590408882,0.13551902852384934,-0.01598943991852472,-0.021665777158947488
AT-9283,0.02687756299803625,0.015436777667924966,-0.056644015948645494,0.08841507505756876,0.02452744119037701,-0.029964941767362117,0.09343842247337536,-0.08501253654306459,-0.013372950312246583,-0.14307315583860492,-0.12702834090727733,-0.139310021019581,-0.0652254735161489,-0.11245095176236326,-0.12681680016153327,-0.05612573491678129,-0.08272274197631621,0.018598766650845845,-0.07844857322326992,-0.2144643796832318,-0.09572363574801802,-0.08773798303500299,0.02388983261215123,-0.024896801456172398,-0.023922879092177333,-0.08564803651008947,0.0982969751410624,0.06727210690125361,0.08429995021757837,0.09553283552906545,0.046383625048098544,0.1044525457835331,0.11467915450748145,0.1244278501092541,0.1257957701659875,0.0666966065633224,0.07442098601572875,0.0010142464145869376,0.16668921108418713,1.0,0.11761590011474589,0.18561841436694204,0.09924268535895853,0.031426071434992486,0.013117733263670227,-0.02541983525191302
AZD-7762,-0.02614428512218043,-0.061238593547061314,-0.04511098404299745,0.019071737346261497,-0.08751937741825691,-0.09194033600456923,0.025402419585637236,0.052057722622245575,0.2792854263507434,-0.006668309085471805,0.007190370295558046,-0.08451953306121102,-0.07487796752738528,-0.12565213994208935,-0.03263891149903581,-0.013232053235172755,0.01513735179945088,0.006502382559502119,-0.06935082990931332,-0.11511443657708736,0.001177514431006663,-0.018353678446235935,-0.0066059074157976735,-0.018659257664427435,0.05339080702131646,-0.0018191896297607576,-0.025943279369594206,0.00848414265510666,0.18297646468617104,0.1262229641300999,0.0256404897008076,0.1285934491425053,0.15746560948958682,0.066142449271484,0.15604197908116438,0.08680151012754721,0.14955179333209226,0.14526807991191729,0.20745182094431502,0.11761590011474589,1.0,0.19795739692972777,0.07424505731411656,0.07975948731001409,0.020958610709207987,0.02380393555976003
BI-847325,-0.0025321149759468865,0.011477441334857248,-0.09804899579851355,0.0387875079312457,-0.005099962394641595,-0.012681716813973974,0.07022007575139813,-0.05769714916610427,0.03212959480715347,-0.04847701164042364,-0.1439156143777755,-0.07045832702476673,-0.045069634504792726,0.0005211464050865176,-0.025769930692483373,0.012187257124241421,0.09303244585703245,0.16891323512226367,-0.13187768127908991,-0.2072575537025739,0.1395994893556013,0.009661938812267973,0.008325659685040546,-0.11375744416323506,0.02190486563118617,0.008197934735766377,0.058893685960609565,-0.027737663850705217,0.021324293807506032,0.1230339425105858,-0.06221878209384788,0.038944409363878725,-0.0350085013137035,0.06227072525291929,0.12348347400261493,0.18544715551388471,0.17902828544706395,0.035147801448123045,0.15261368172794898,0.18561841436694204,0.19795739692972777,1.0,0.09446312762025422,0.13117259018992314,-0.001664136617421494,-9.029351738023961e-05
AMG-208,-0.044602345320636776,0.024973510006883057,-0.029187803691495498,0.012273775092298373,-0.06898518157975798,-0.05236679287837375,-0.03985109463939702,-0.1671733920409999,-0.004494603155886948,-0.057671905959277917,-0.07286892029980246,-0.153367663552634,-0.03333763613363739,-0.06365565752342858,-0.09261528199370819,-0.11902813843493232,-0.07453677821983193,0.0031748126172577674,-0.007377735398238395,-0.14359981540034764,-0.009728731594194153,0.014507744437753961,0.010304485839965224,-0.0038535259027529423,0.015432252021729157,-0.044386004434984506,0.04498693607338241,-0.06735599819564742,0.020821899170982813,0.03378266094655808,0.0026026442632472043,0.08539869690511541,0.11248289167352174,0.08229327261822217,0.05673329970399097,0.09131510734247213,0.18816562620921082,-0.012859317121077234,0.015182841590408882,0.09924268535895853,0.07424505731411656,0.09446312762025422,1.0,0.08633880355083066,0.03958306231755006,-0.053716783020427976
BMS-911543,-0.02126900307872794,-0.00038164109877162104,-0.05422971107907967,-0.009569737717617524,-0.02871373361980023,-0.03872654516460078,-0.014668654171738233,-0.03369470751211674,-0.0380330113284646,-0.05475134264860405,-0.03476935440175913,-0.030223521844136982,0.03045073791008125,0.03501829835063023,0.040957285020643594,0.11380563689079623,0.036854818816734226,-0.0017482981480823085,0.054478401474043196,-0.06531397904088851,0.10872102889027525,0.1910616963505887,-0.0017281068549698506,-0.014067171083381185,0.07628540452403346,-0.03259716711061476,0.021188787923993712,-0.046557856564311086,0.01251946214084234,-0.043213026937280866,-0.009722954978803823,0.005440768286354502,0.0072304816323823465,-0.023235246415084232,0.000940096391105577,0.04586022254161446,0.1361778234073896,0.0749618582434886,0.13551902852384934,0.031426071434992486,0.07975948731001409,0.13117259018992314,0.08633880355083066,1.0,0.02794399783981421,-0.027978283081990078
AV-412,0.0033899750744842525,-0.046081044997428156,0.041837460831754214,-0.009375489150798158,0.015799257404936328,-0.007803558775062392,0.05412367165601071,-0.010515458506633995,0.005382599588099328,0.012132262797287262,0.01481318411684998,0.01546123718376024,-0.000675432137464936,-0.009972157085827419,-0.05942231321070252,-0.017187501445481368,-0.040743225830678485,-0.016683959486609348,-0.02614507703160696,-0.04969562656586801,-0.018194788045221413,-0.0059696578800890205,-0.01824810570174405,-0.016359770663018382,0.0091723648641014,-0.007485776468133663,0.024256552470839195,-0.02623368370418999,0.0062728909674423785,0.07891240940216475,0.02132085909898607,0.05622525483064594,0.016099134333745064,0.042171453652079985,-0.0037832623701171083,-0.010041213441870766,0.03224192880622825,0.009280464749232414,-0.01598943991852472,0.013117733263670227,0.020958610709207987,-0.001664136617421494,0.03958306231755006,0.02794399783981421,1.0,0.04459749570956012
Bafetinib,0.014796638934461164,-0.030010992263396895,-0.10248037937182863,-0.01212360395158357,-0.022052216166213508,-0.0328623551039849,-0.03970165082457871,-0.09533734105522923,-0.054992877317929456,0.0341383005887291,-0.0035190804584056944,-0.0008864692798285145,0.07664091153381059,0.005373030673171302,-0.012773143558472486,-0.034837156826996715,-0.008610548567788498,0.013815386212630173,-0.11104258690338158,-0.012661156949130935,-0.06227324864084895,-0.09203372092234109,-0.0606796880076913,-0.04163901611473733,-0.13826698964420633,0.01845343545382522,-0.0030908467905215856,0.002798679238277095,0.10357380163048296,-0.012336876217757628,0.05969881296556179,0.025348751006980558,-0.007966679619164002,0.011431958306653629,0.06811545952496828,-0.0015384416106803299,0.005650170716646168,-0.01809488448389552,-0.021665777158947488,-0.02541983525191302,0.02380393555976003,-9.029351738023961e-05,-0.053716783020427976,-0.027978283081990078,0.04459749570956012,1.0
